datetime,open,high,low,close,volume
2017-09-25 02:00:00,0.002761,0.00318499,0.00270101,0.00311346,726681.0
2017-09-26 02:00:00,0.00311488,0.00318499,0.00291009,0.00297605,924794.0
2017-09-27 02:00:00,0.00297605,0.0039668,0.00291552,0.00372054,1080758.0
2017-09-28 02:00:00,0.00372053,0.004787,0.00363921,0.004521,1677117.0
2017-09-29 02:00:00,0.004521,0.00459721,0.003931,0.00428902,998492.0
2017-09-30 02:00:00,0.00429001,0.00440201,0.00405219,0.00422694,697651.0
2017-10-01 02:00:00,0.00425839,0.00509958,0.004156,0.00500809,782130.0
2017-10-02 02:00:00,0.00501996,0.006755,0.00498002,0.00664999,1335410.0
2017-10-03 02:00:00,0.00652437,0.00683899,0.00577508,0.006299,1015506.0
2017-10-04 02:00:00,0.00613754,0.0063431,0.00515401,0.0055597,715634.0
2017-10-05 02:00:00,0.0055587,0.00591,0.00489001,0.00567543,621411.0
2017-10-06 02:00:00,0.00567543,0.00584017,0.00504801,0.00504806,584505.0
2017-10-07 02:00:00,0.00521514,0.00524774,0.00483205,0.00502983,434567.0
2017-10-08 02:00:00,0.00502983,0.0052,0.00393,0.00393,777825.0
2017-10-09 02:00:00,0.00393001,0.0053,0.00393,0.00480692,1301183.0
2017-10-10 02:00:00,0.00480692,0.0049845,0.004484,0.0047654,802667.0
2017-10-11 02:00:00,0.0047,0.00485,0.0045,0.00474999,583563.0
2017-10-12 02:00:00,0.004704,0.00474999,0.004218,0.0044399,590953.0
2017-10-13 02:00:00,0.00440048,0.004499,0.00377777,0.00445888,1013602.0
2017-10-14 02:00:00,0.00429156,0.00449,0.00382117,0.00445087,371957.0
2017-10-15 02:00:00,0.00445088,0.00497327,0.00417004,0.0046,667286.0
2017-10-16 02:00:00,0.00460001,0.00465453,0.00402009,0.0043,359257.0
2017-10-17 02:00:00,0.00430269,0.0044,0.00416002,0.00438368,189113.0
2017-10-18 02:00:00,0.004385,0.0045,0.004181,0.00424615,286941.0
2017-10-19 02:00:00,0.00424866,0.0044,0.00405,0.00411519,300216.0
2017-10-20 02:00:00,0.00412021,0.00440149,0.00401188,0.004032,233390.0
2017-10-21 02:00:00,0.00408744,0.00418888,0.00400008,0.00415,192446.0
2017-10-22 02:00:00,0.00415,0.0043005,0.00400101,0.00414424,226857.0
2017-10-23 02:00:00,0.00414424,0.00435,0.004,0.00420002,343778.0
2017-10-24 02:00:00,0.00420002,0.00449996,0.0038,0.00419995,900976.0
2017-10-25 02:00:00,0.00415999,0.00425221,0.004,0.00424998,356259.0
2017-10-26 02:00:00,0.00424998,0.00425,0.00385,0.00413301,297111.0
2017-10-27 02:00:00,0.00413301,0.00413302,0.00376101,0.00406997,364569.0
2017-10-28 02:00:00,0.00406752,0.00407878,0.0039,0.00403,124610.0
2017-10-29 02:00:00,0.00405,0.0040664,0.0038,0.00405,245895.0
2017-10-30 01:00:00,0.00403,0.0044444,0.0038048,0.00433792,372672.0
2017-10-31 01:00:00,0.00433792,0.00455,0.00413,0.00437697,366729.0
2017-11-01 01:00:00,0.00437567,0.00445,0.00415002,0.00438017,313525.0
2017-11-02 01:00:00,0.00438017,0.00486,0.00418,0.004551,668359.0
2017-11-03 01:00:00,0.00455003,0.0049,0.0045044,0.004797,366302.0
2017-11-04 01:00:00,0.004742,0.005648,0.0046161,0.00545799,620724.0
2017-11-05 01:00:00,0.00545009,0.00545766,0.0049,0.00513091,292820.0
2017-11-06 01:00:00,0.00517999,0.00570198,0.0049321,0.00530001,535689.0
2017-11-07 01:00:00,0.0053,0.00625,0.005133,0.00615001,550132.0
2017-11-08 01:00:00,0.00615,0.006653,0.005751,0.00660544,1062889.0
2017-11-09 01:00:00,0.00660543,0.00665,0.0061,0.00641999,690408.0
2017-11-10 01:00:00,0.00641999,0.00641999,0.005577,0.00614999,760201.0
2017-11-11 01:00:00,0.0060536,0.0064,0.00527585,0.00534803,507993.0
2017-11-12 01:00:00,0.00534803,0.005595,0.00478,0.0050398,1290196.0
2017-11-13 01:00:00,0.00496505,0.00546999,0.00488,0.00539,392944.0
2017-11-14 01:00:00,0.00539993,0.00547969,0.00465077,0.00465113,477101.0
2017-11-15 01:00:00,0.00465202,0.00494161,0.00446001,0.00468184,757717.0
2017-11-16 01:00:00,0.00468183,0.0052,0.00463008,0.00475991,667376.0
2017-11-17 01:00:00,0.00479,0.0048166,0.00450301,0.00454645,433220.0
2017-11-18 01:00:00,0.00454645,0.00489998,0.00450501,0.00478,376544.0
2017-11-19 01:00:00,0.00478,0.00490484,0.00443606,0.0045375,375596.0
2017-11-20 01:00:00,0.00455249,0.00455249,0.00432058,0.00443068,424815.0
2017-11-21 01:00:00,0.00443009,0.00451048,0.00425,0.0044,388181.0
2017-11-22 01:00:00,0.00439999,0.00444149,0.00415,0.00422507,603938.0
2017-11-23 01:00:00,0.00422507,0.00425424,0.00364,0.00386772,573758.0
2017-11-24 01:00:00,0.0038313,0.004365,0.00354664,0.00364176,747267.0
2017-11-25 01:00:00,0.00364176,0.00422422,0.0035,0.00407754,609100.0
2017-11-26 01:00:00,0.0040623,0.00426,0.0038398,0.00397873,419504.0
2017-11-27 01:00:00,0.00397872,0.0041,0.0036771,0.0041,427382.0
2017-11-28 01:00:00,0.0041,0.004185,0.00375509,0.00411064,482768.0
2017-11-29 01:00:00,0.00411472,0.00429999,0.00351049,0.00415544,2640053.0
2017-11-30 01:00:00,0.00415544,0.00464421,0.00408095,0.00453855,1161216.0
2017-12-01 01:00:00,0.0045435,0.00471627,0.00436716,0.0044825,490177.0
2017-12-02 01:00:00,0.00449989,0.00455015,0.0043669,0.00454,267179.0
2017-12-03 01:00:00,0.00454,0.0051857,0.00449909,0.00495104,516219.0
2017-12-04 01:00:00,0.00490738,0.00554087,0.00490406,0.0054536,677993.0
2017-12-05 01:00:00,0.00544846,0.00591996,0.00539449,0.00568727,728125.0
2017-12-06 01:00:00,0.00574638,0.006275,0.0055,0.00611821,1032539.0
2017-12-07 01:00:00,0.00611821,0.00703515,0.00576423,0.00653035,774972.0
2017-12-08 01:00:00,0.00658758,0.00658758,0.00513644,0.00628506,696905.0
2017-12-09 01:00:00,0.00630395,0.00632195,0.0050122,0.00570072,423227.0
2017-12-10 01:00:00,0.00572899,0.00598274,0.00516924,0.00562054,325975.0
2017-12-11 01:00:00,0.00575317,0.0061,0.005191,0.00520319,447321.0
2017-12-12 01:00:00,0.00530007,0.00565443,0.004032,0.00411564,768284.0
2017-12-13 01:00:00,0.00411565,0.004547,0.0038,0.0039707,804084.0
2017-12-14 01:00:00,0.00397345,0.00466599,0.00373,0.00461292,1572679.0
2017-12-15 01:00:00,0.00461292,0.0065,0.00460381,0.00608029,1047825.0
2017-12-16 01:00:00,0.0062,0.0069,0.0054843,0.00670642,859058.0
2017-12-17 01:00:00,0.006787,0.00956049,0.00667415,0.0084999,1234012.0
2017-12-18 01:00:00,0.00849979,0.0086,0.0068931,0.00768224,1041316.0
2017-12-19 01:00:00,0.0076066,0.007925,0.00682,0.0071449,1586533.0
2017-12-20 01:00:00,0.0071446,0.00729999,0.00627,0.00654819,632309.0
2017-12-21 01:00:00,0.00654817,0.00706125,0.00617296,0.0066045,753122.0
2017-12-22 01:00:00,0.00652568,0.00688,0.006,0.00680657,691417.0
2017-12-23 01:00:00,0.00680565,0.0071145,0.0063636,0.00697571,510464.0
2017-12-24 01:00:00,0.00694356,0.0083116,0.00643806,0.00787991,516358.0
2017-12-25 01:00:00,0.00784205,0.00974067,0.0075005,0.0090499,887920.0
2017-12-26 01:00:00,0.0090499,0.01475,0.0088401,0.0124161,1366754.0
2017-12-27 01:00:00,0.0124,0.01488088,0.01131002,0.01364999,1296109.0
2017-12-28 01:00:00,0.01364999,0.01389977,0.01164801,0.01306607,940549.0
2017-12-29 01:00:00,0.01306605,0.01318685,0.01158062,0.01183501,680659.0
2017-12-30 01:00:00,0.01183508,0.01217,0.010655,0.01122984,757054.0
2017-12-31 01:00:00,0.01114007,0.0122433,0.01101603,0.01163426,640271.0
2018-01-01 01:00:00,0.01163426,0.01165751,0.01071002,0.01117239,519276.0
2018-01-02 01:00:00,0.0111978,0.01120902,0.00945001,0.01018984,933243.0
2018-01-03 01:00:00,0.01015109,0.0103678,0.00940507,0.01003631,829942.0
2018-01-04 01:00:00,0.01003629,0.01025,0.0087555,0.00975375,1652030.0
2018-01-05 01:00:00,0.00972646,0.018,0.00903873,0.01555,2638875.0
2018-01-06 01:00:00,0.01579993,0.023678,0.0147,0.022532,3185760.8
2018-01-07 01:00:00,0.022531,0.022532,0.01635,0.01646,1693498.33
2018-01-08 01:00:00,0.016595,0.016748,0.013802,0.015925,1597876.06
2018-01-09 01:00:00,0.015923,0.017038,0.0126,0.013551,1291992.92
2018-01-10 01:00:00,0.013551,0.014113,0.011273,0.014,1224453.87
2018-01-11 01:00:00,0.014002,0.02,0.01263,0.018571,2716791.45
2018-01-12 01:00:00,0.018571,0.020699,0.015361,0.017697,2382427.68
2018-01-13 01:00:00,0.017718,0.01792,0.015011,0.015906,1219009.28
2018-01-14 01:00:00,0.015906,0.016145,0.014647,0.015248,719463.55
2018-01-15 01:00:00,0.015248,0.018,0.0147,0.015271,1580241.31
2018-01-16 01:00:00,0.015352,0.015352,0.008861,0.013189,2483649.81
2018-01-17 01:00:00,0.013184,0.014809,0.0121,0.014149,1892675.64
2018-01-18 01:00:00,0.014149,0.0151,0.0135,0.014089,1329361.88
2018-01-19 01:00:00,0.014149,0.0149,0.013701,0.014477,804773.29
2018-01-20 01:00:00,0.014477,0.01456,0.0136,0.01401,716912.73
2018-01-21 01:00:00,0.014046,0.01422,0.01283,0.01346,644401.72
2018-01-22 01:00:00,0.01346,0.013689,0.0126,0.012995,721592.12
2018-01-23 01:00:00,0.01302,0.01384,0.01272,0.01334,712481.22
2018-01-24 01:00:00,0.01334,0.013789,0.012725,0.013017,538779.43
2018-01-25 01:00:00,0.013017,0.013142,0.012365,0.012508,507997.25
2018-01-26 01:00:00,0.0125,0.012853,0.01205,0.012517,414656.25
2018-01-27 01:00:00,0.012518,0.012599,0.01184,0.011959,361593.86
2018-01-28 01:00:00,0.011955,0.012041,0.010774,0.011012,495779.23
2018-01-29 01:00:00,0.01101,0.0112,0.010847,0.010891,398132.07
2018-01-30 01:00:00,0.010891,0.010986,0.010011,0.010565,488979.48
2018-01-31 01:00:00,0.010565,0.010565,0.009666,0.010035,452746.08
2018-02-01 01:00:00,0.010035,0.01005,0.008102,0.009152,1017671.22
2018-02-02 01:00:00,0.009152,0.011057,0.008853,0.010578,1239730.03
2018-02-03 01:00:00,0.010544,0.010636,0.009942,0.010064,614871.74
2018-02-04 01:00:00,0.010064,0.010223,0.009787,0.010162,601979.59
2018-02-05 01:00:00,0.010181,0.010196,0.008494,0.009609,748336.76
2018-02-06 01:00:00,0.009609,0.010935,0.00923,0.010585,1270136.09
2018-02-07 01:00:00,0.010585,0.010967,0.01015,0.010684,636860.13
2018-02-08 01:00:00,0.010726,0.010775,0.010503,0.010596,10696.06
2018-02-09 01:00:00,0.010566,0.011414,0.010391,0.011237,490886.87
2018-02-10 01:00:00,0.011249,0.01161,0.010729,0.010871,638631.31
2018-02-11 01:00:00,0.010871,0.011062,0.010363,0.010733,417975.12
2018-02-12 01:00:00,0.010736,0.010948,0.010611,0.01078,352701.81
2018-02-13 01:00:00,0.01078,0.010873,0.010566,0.010706,289974.74
2018-02-14 01:00:00,0.010713,0.011594,0.010551,0.011305,422384.99
2018-02-15 01:00:00,0.011305,0.012,0.011044,0.011756,784360.34
2018-02-16 01:00:00,0.011756,0.01195,0.0114,0.01195,386329.49
2018-02-17 01:00:00,0.011949,0.01234,0.011642,0.01204,457779.31
2018-02-18 01:00:00,0.012039,0.012065,0.011523,0.0117,357415.12
2018-02-19 01:00:00,0.0117,0.01186,0.011607,0.01178,264626.24
2018-02-20 01:00:00,0.011783,0.011834,0.011062,0.011194,364691.33
2018-02-21 01:00:00,0.011198,0.01189,0.01098,0.011243,357583.01
2018-02-22 01:00:00,0.011243,0.011325,0.01085,0.011066,281269.42
2018-02-23 01:00:00,0.011066,0.011455,0.010516,0.011455,293635.96
2018-02-24 01:00:00,0.011455,0.011455,0.010716,0.01095,275637.8
2018-02-25 01:00:00,0.010948,0.011199,0.010817,0.011128,193717.41
2018-02-26 01:00:00,0.011139,0.011508,0.01075,0.011438,309783.26
2018-02-27 01:00:00,0.011438,0.012495,0.011306,0.012136,700313.61
2018-02-28 01:00:00,0.012162,0.012648,0.012,0.012229,323912.88
2018-03-01 01:00:00,0.012261,0.012389,0.0119,0.012032,271054.1
2018-03-02 01:00:00,0.012033,0.012389,0.01175,0.011934,203400.59
2018-03-03 01:00:00,0.01195,0.01212,0.011808,0.011926,169673.19
2018-03-04 01:00:00,0.011926,0.01205,0.0117,0.012018,137276.8
2018-03-05 01:00:00,0.012018,0.0121,0.0118,0.011891,180169.83
2018-03-06 01:00:00,0.011891,0.011935,0.0113,0.01153,241916.68
2018-03-07 01:00:00,0.01154,0.012885,0.01125,0.012088,613315.12
2018-03-08 01:00:00,0.012067,0.012078,0.011238,0.011859,368995.78
2018-03-09 01:00:00,0.011874,0.011874,0.010841,0.011439,328262.95
2018-03-10 01:00:00,0.011447,0.011484,0.011033,0.011233,133970.29
2018-03-11 01:00:00,0.011233,0.011594,0.010935,0.011417,148785.86
2018-03-12 01:00:00,0.011439,0.0116,0.011311,0.011506,172930.53
2018-03-13 01:00:00,0.011523,0.016022,0.0114,0.014742,1510100.94
2018-03-14 01:00:00,0.014763,0.015388,0.014165,0.01464,612278.54
2018-03-15 01:00:00,0.01464,0.01523,0.01431,0.014983,407996.33
2018-03-16 01:00:00,0.015,0.015309,0.01459,0.01517,214701.29
2018-03-17 01:00:00,0.015171,0.016304,0.015,0.016304,239765.7
2018-03-18 01:00:00,0.016306,0.017436,0.015881,0.016682,405146.85
2018-03-19 01:00:00,0.01669,0.016898,0.01525,0.016206,399830.74
2018-03-20 01:00:00,0.016206,0.01674,0.01607,0.016452,282902.46
2018-03-21 01:00:00,0.016452,0.01795,0.015778,0.017775,527040.39
2018-03-22 01:00:00,0.017775,0.019365,0.017522,0.018677,567602.22
2018-03-23 01:00:00,0.018677,0.022909,0.018248,0.021603,785407.76
2018-03-24 01:00:00,0.021602,0.02799,0.021401,0.025412,1018498.03
2018-03-25 01:00:00,0.025416,0.027336,0.0236,0.02472,597414.04
2018-03-26 02:00:00,0.02472,0.025061,0.023008,0.024746,409977.92
2018-03-27 02:00:00,0.024748,0.02595,0.023457,0.02573,438530.9
2018-03-28 02:00:00,0.0257,0.026498,0.025294,0.026109,306932.95
2018-03-29 02:00:00,0.02611,0.026994,0.025955,0.026539,281719.38
2018-03-30 02:00:00,0.026539,0.026798,0.024024,0.026424,280961.2
2018-03-31 02:00:00,0.02649,0.028559,0.025423,0.028025,312681.63
2018-04-01 02:00:00,0.028068,0.0293,0.027861,0.029299,280989.88
2018-04-02 02:00:00,0.029299,0.033,0.0287,0.032792,507529.51
2018-04-03 02:00:00,0.032774,0.0345,0.031136,0.032019,581922.03
2018-04-04 02:00:00,0.032019,0.033349,0.0305,0.032254,418453.24
2018-04-05 02:00:00,0.032254,0.033269,0.03183,0.032762,338744.21
2018-04-06 02:00:00,0.032762,0.033571,0.03265,0.033185,206343.51
2018-04-07 02:00:00,0.033237,0.033325,0.0255,0.032456,240060.23
2018-04-08 02:00:00,0.032455,0.032491,0.030248,0.030282,243545.87
2018-04-09 02:00:00,0.030254,0.030558,0.028191,0.029772,403156.89
2018-04-10 02:00:00,0.029772,0.031162,0.028699,0.029052,270467.86
2018-04-11 02:00:00,0.029052,0.029073,0.027691,0.028646,375681.88
2018-04-12 02:00:00,0.028656,0.028929,0.025507,0.0263,453907.17
2018-04-13 02:00:00,0.0263,0.0284,0.024694,0.02735,484447.74
2018-04-14 02:00:00,0.027392,0.0275,0.02582,0.026402,278781.75
2018-04-15 02:00:00,0.026399,0.026641,0.024349,0.024442,377749.96
2018-04-16 02:00:00,0.024442,0.024846,0.023835,0.023891,256503.66
2018-04-17 02:00:00,0.02389,0.024469,0.023115,0.023382,286401.84
2018-04-18 02:00:00,0.023404,0.0237,0.0223,0.023387,369971.6
2018-04-19 02:00:00,0.023399,0.023476,0.021669,0.021758,258499.51
2018-04-20 02:00:00,0.021758,0.021765,0.020226,0.020356,325719.11
2018-04-21 02:00:00,0.020377,0.0235,0.020314,0.022053,550569.12
2018-04-22 02:00:00,0.022098,0.022393,0.020227,0.020744,325289.67
2018-04-23 02:00:00,0.020725,0.021688,0.020252,0.021151,507036.49
2018-04-24 02:00:00,0.02116,0.0223,0.020488,0.021562,416940.82
2018-04-25 02:00:00,0.021545,0.02287,0.021168,0.021701,828473.41
2018-04-26 02:00:00,0.0217,0.022886,0.021467,0.0221,294457.56
2018-04-27 02:00:00,0.0221,0.022355,0.020741,0.022179,214899.58
2018-04-28 02:00:00,0.022173,0.0226,0.021787,0.022226,201367.25
2018-04-29 02:00:00,0.022226,0.02235,0.0215,0.021782,255013.46
2018-04-30 02:00:00,0.021767,0.02208,0.020923,0.02136,262852.75
2018-05-01 02:00:00,0.021361,0.0218,0.020777,0.021023,240727.57
2018-05-02 02:00:00,0.021023,0.021187,0.02053,0.020944,194015.97
2018-05-03 02:00:00,0.020973,0.021035,0.018589,0.018728,299063.44
2018-05-04 02:00:00,0.018783,0.019094,0.017945,0.018256,248639.44
2018-05-05 02:00:00,0.018285,0.018467,0.017223,0.017609,210673.59
2018-05-06 02:00:00,0.017609,0.018676,0.017253,0.01763,214501.46
2018-05-07 02:00:00,0.01763,0.018867,0.017504,0.018206,268806.97
2018-05-08 02:00:00,0.018206,0.018313,0.017676,0.01802,233611.9
2018-05-09 02:00:00,0.018022,0.02,0.017957,0.019473,357814.02
2018-05-10 02:00:00,0.019476,0.02,0.018452,0.019087,306276.24
2018-05-11 02:00:00,0.019086,0.01925,0.018495,0.019185,270228.68
2018-05-12 02:00:00,0.019185,0.02,0.018565,0.018914,213929.64
2018-05-13 02:00:00,0.01892,0.01919,0.017403,0.018014,224338.51
2018-05-14 02:00:00,0.018029,0.018092,0.017537,0.017633,170060.11
2018-05-15 02:00:00,0.017633,0.0181,0.017554,0.017783,160067.53
2018-05-16 02:00:00,0.017779,0.017995,0.01726,0.017364,164163.55
2018-05-17 02:00:00,0.017382,0.019284,0.01736,0.018527,284537.25
2018-05-18 02:00:00,0.018527,0.023999,0.018052,0.021795,1069393.53
2018-05-19 02:00:00,0.021795,0.0229,0.019801,0.020545,421728.32
2018-05-20 02:00:00,0.020546,0.020669,0.019001,0.019721,263320.29
2018-05-21 02:00:00,0.019752,0.02125,0.0196,0.021091,255391.1
2018-05-22 02:00:00,0.02109,0.021798,0.0205,0.021591,285738.8
2018-05-23 02:00:00,0.021626,0.0218,0.020647,0.021632,318682.26
2018-05-24 02:00:00,0.021632,0.022132,0.021479,0.02165,192904.48
2018-05-25 02:00:00,0.021663,0.0222,0.0213,0.022198,197341.01
2018-05-26 02:00:00,0.022198,0.022275,0.0214,0.021783,119377.55
2018-05-27 02:00:00,0.021783,0.022235,0.02151,0.022066,111782.28
2018-05-28 02:00:00,0.022066,0.023249,0.021802,0.023235,188961.65
2018-05-29 02:00:00,0.023249,0.023278,0.022041,0.022221,173740.35
2018-05-30 02:00:00,0.022223,0.02269,0.021774,0.022579,118323.68
2018-05-31 02:00:00,0.022579,0.025002,0.02211,0.024542,408610.61
2018-06-01 02:00:00,0.024584,0.02525,0.023827,0.024597,236813.14
2018-06-02 02:00:00,0.024637,0.02524,0.023984,0.024833,190767.16
2018-06-03 02:00:00,0.024864,0.025134,0.023357,0.023695,170749.53
2018-06-04 02:00:00,0.02369,0.0244,0.023,0.024107,128429.43
2018-06-05 02:00:00,0.024107,0.025818,0.023993,0.02565,281588.61
2018-06-06 02:00:00,0.025629,0.028842,0.025035,0.028454,555286.58
2018-06-07 02:00:00,0.028474,0.0288,0.026814,0.02685,321147.98
2018-06-08 02:00:00,0.026951,0.027451,0.02616,0.027117,184816.5
2018-06-09 02:00:00,0.027117,0.027798,0.02665,0.026995,106566.5
2018-06-10 02:00:00,0.02703,0.027373,0.026,0.027025,257261.68
2018-06-11 02:00:00,0.027025,0.029232,0.026603,0.029229,271207.38
2018-06-12 02:00:00,0.029174,0.0315,0.028415,0.030853,438112.56
2018-06-13 02:00:00,0.030903,0.034,0.03041,0.030644,369454.99
2018-06-14 02:00:00,0.0306,0.030937,0.028242,0.028573,301786.73
2018-06-15 02:00:00,0.028573,0.03293,0.028476,0.030727,281812.07
2018-06-16 02:00:00,0.030759,0.031965,0.030443,0.031753,226429.62
2018-06-17 02:00:00,0.031753,0.034266,0.031502,0.033349,290518.8
2018-06-18 02:00:00,0.033417,0.034599,0.0323,0.032504,335839.94
2018-06-19 02:00:00,0.032504,0.03263,0.030072,0.031056,303018.09
2018-06-20 02:00:00,0.03113,0.031498,0.029375,0.029949,213909.0
2018-06-21 02:00:00,0.029917,0.032763,0.029674,0.032446,373136.07
2018-06-22 02:00:00,0.032442,0.03421,0.031849,0.03368,394121.81
2018-06-23 02:00:00,0.033672,0.0341,0.032575,0.032912,168417.01
2018-06-24 02:00:00,0.032912,0.03305,0.031,0.031699,273250.13
2018-06-25 02:00:00,0.031691,0.032632,0.030778,0.0325,179242.21
2018-06-26 02:00:00,0.032501,0.0328,0.032121,0.032238,12649.92
